"Station.Name","Dates","Province","ID","Parameter","Latitude","Longitude","Lat","Lon","SDD","SAD","SMD","minFlowDate","minSumFlowDate","minWinterQ","minSummerQ","maxLateSumQ","freshetFactor","summerRainFactor","regime","perc_Gl","maxFreshetQ","COT","minSumFlowMonth","regime_Wenger","DetectLim","nZeroYrs","nYrs","intermittent","Area_km2","KGE","KGE.sqrt","NSE","NSE.log","R2","RMSE","pbias"
"BARNES CREEK NEAR NEEDLES","1950-2020","BC","08NE077","Flow and Level","49°54'18"" N","118°07'31"" W",49.905,-118.125277777778,6,10,4,1999-02-06,1999-09-17,0.790788888888889,0.941802298850575,1.30661609195402,23.9668278294288,1.38735708497281,"Snowfall",0,18.9527011494253,236,9,"Snowfall",0.001,0,69,FALSE,197.92215002817,0.831349017772031,0.83151598687231,0.671099211370111,0.627119038849811,0.671099211370111,0.159661001394742,1.97
"BARRIERE RIVER AT THE MOUTH","1915-2021","BC","08LB020","Flow and Level","51°11'16"" N","120°07'35"" W",51.1877777777778,-120.126388888889,6,10,3,1999-03-11,1999-09-18,3.93564444444445,4.41296666666667,7.02734444444445,16.1847558496702,1.59243089179111,"Hybrid",0,63.6974444444444,240,9,"Snowfall",0.001,0,79,FALSE,1160.7317972846,0.775977958583943,0.768349427515901,0.576724361573155,0.549737968870908,0.576724361573155,0.819497957649402,1.07
"BARRIERE RIVER BELOW SPRAGUE CREEK","1964-2021","BC","08LB069","Flow and Level","51°14'43"" N","119°56'15"" W",51.2452777777778,-119.9375,6,10,4,1999-03-11,1999-09-17,2.65044444444444,3.36757777777778,5.45576666666667,19.9783264861239,1.62008631327496,"Hybrid",0,52.9514444444444,242,9,"Snowfall",0.001,0,57,FALSE,624.581542427834,0.771141632659869,0.794437704107434,0.651005985380548,0.684538123833482,0.651005985380548,0.615972971663664,-0.24
"BEATON CREEK NEAR BEATON","1952-2021","BC","08NE008","Flow and Level","50°44'04"" N","117°43'45"" W",50.7344444444444,-117.729166666667,7,10,4,1999-03-11,1999-10-16,0.918316666666667,1.38878333333333,1.55126904761905,8.85965137360901,1.11699860617978,"Snowfall",0,8.13596551724138,242,10,"Snowfall",0.001,0,67,FALSE,94.5872985454536,0.621359826692703,0.633853530665293,0.49227946230367,0.487287279179209,0.49227946230367,0.223592681795517,-1.39
"BEAVER RIVER NEAR THE MOUTH","1985-2020","BC","08NB019","Flow and Level","51°30'32"" N","117°27'55"" W",51.5088888888889,-117.465277777778,7,10,4,1999-03-10,1999-10-31,6.95386666666667,22.6234777777778,22.1383666666667,17.6887678797408,0.978557182238903,"Glacial",0.0681391392816256,123.005333333333,267,10,"Snowfall",0.001,0,36,FALSE,1156.37760435489,0.523934063471586,0.530234910104699,0.174632999305727,0.207387202454803,0.174632999305727,3.41883276524966,0.06
"BELLA COOLA RIVER ABOVE BURNT BRIDGE CREEK","1965-2010","BC","08FB007","Flow","52°25'20"" N","126°09'29"" W",52.4222222222222,-126.158055555556,8,10,4,1999-03-10,1999-10-31,20.5721052631579,68.7484210526316,67.7101754385965,10.2832531702783,0.984897898771519,"Glacial",0.0667170054780565,211.548166666667,268.5,10,"Snowfall",0.001,0,44,FALSE,3592.70820392912,0.576013669917313,0.564785445967309,0.426440505125874,0.292787942819432,0.426440505125874,12.9526096169877,-1.74
"BIG CREEK ABOVE GROUNDHOG CREEK","1974-2021","BC","08MB006","Flow and Level","51°31'25"" N","123°06'57"" W",51.5236111111111,-123.115833333333,7,10,4,1999-03-13,1999-10-31,0.797997777777778,2.76081777777778,2.71461777777778,27.9042965867351,0.98326582783845,"Snowfall",0.006706345442698,22.2675666666667,256,10,"Snowfall",0.001,0,47,FALSE,1008.77985323796,0.312666658778176,0.331566898960155,0.0648605928622757,0.0997456423246013,0.0648605928622757,0.717622166276223,-1.4
"BIG CREEK BELOW GRAVEYARD CREEK","1974-2021","BC","08MB007","Flow and Level","51°15'14"" N","123°06'16"" W",51.2538888888889,-123.104444444444,7,10,4,1999-03-20,1999-10-31,0.330003333333333,1.24842777777778,1.22153555555556,29.1634091238136,0.978459128592852,"Snowfall",0.0219530913008987,9.62402222222222,264,10,"Snowfall",0.001,0,47,FALSE,194.309545099795,0.108571511648271,0.118559913521662,-0.105355982849199,-0.0800769581321793,-0.105355982849199,0.397693204385298,-4.14
"BIG SHEEP CREEK NEAR ROSSLAND","1929-2022","BC","08NE039","Flow and Level","49°00'52"" N","117°56'43"" W",49.0144444444444,-117.945277777778,6,11,4,1999-09-30,1999-09-30,1.58988333333333,0.577624444444444,1.53043666666667,16.0330352681364,2.6495358383571,"Hybrid",0,25.4906555555556,224,9,"Snowfall",0.001,0,74,FALSE,346.569749199407,0.810961018213026,0.786818774699567,0.633608953444295,0.482586368006182,0.633608953444295,0.0988927621216511,-0.38
"BINGS CREEK NEAR THE MOUTH","1961-2022","BC","08HA016","Flow and Level","48°47'21"" N","123°43'31"" W",48.7891666666667,-123.725277777778,4,11,1,1999-09-11,1999-09-11,0.700897701149425,0.0167733333333333,1.20463908045977,-Inf,71.8187051148512,"Rainfall",0,-Inf,109.5,9,"Rainfall",0.001,0,60,FALSE,18.2276996897049,0.63173685612214,0.6250998720885,0.338094700739893,0.375312587936966,0.338094700739893,0.00585038722131321,-4.88
"BLAEBERRY RIVER ABOVE WILLOWBANK CREEK","1970-2022","BC","08NB012","Flow and Level","51°28'57"" N","116°58'09"" W",51.4825,-116.969166666667,7,10,4,1999-03-11,1999-10-31,2.15811494252874,8.71042857142857,8.50555952380952,23.2452092076951,0.976480026678475,"Glacial",0.0676671946074882,50.1658333333333,270.5,10,"Snowfall",0.001,0,50,FALSE,588.122996366331,0.716864439335992,0.719085110537826,0.466274141518024,0.453607519023595,0.466274141518024,0.966429249828277,0.32
"BLUE RIVER NEAR BLUE RIVER","1926-2021","BC","08LB038","Flow and Level","52°07'00"" N","119°18'07"" W",52.1166666666667,-119.301944444444,7,10,4,1999-03-06,1999-09-17,1.70244666666667,6.08308888888889,6.86471111111111,23.735414782124,1.12849100785785,"Snowfall",0.00237599882849162,40.4082777777778,247,9,"Snowfall",0.001,0,41,FALSE,271.611898500434,0.823114912794037,0.805301709142773,0.637632745428398,0.499992671284134,0.637632745428398,0.634067379704601,7.27
"BOUNDARY CREEK NEAR PORTHILL","1928-2018","BC","08NH032","Flow","48°59'50"" N","116°34'05"" W",48.9972222222222,-116.568055555556,6,11,4,1999-09-16,1999-09-16,2.0038012345679,0.889454320987654,2.62164743589744,13.6172299684735,2.94747844159815,"Hybrid",0,27.2862222222222,227,9,"Snowfall",0.001,0,89,FALSE,242.237705225435,0.851981985503231,0.857949905352904,0.707482056353875,0.709436793494658,0.707482056353875,0.108521543953324,1.87
"BOWRON RIVER BELOW BOX CANYON","1977-2022","BC","08KD007","Flow and Level","54°01'01"" N","122°06'10"" W",54.0169444444444,-122.102777777778,6,10,4,1999-03-07,1999-09-08,19.9757471264368,37.333908045977,61.3051724137931,10.5161776637186,1.64207755422484,"Hybrid",0.000140086548881684,210.068505747126,231,9,"Snowfall",0.001,0,45,FALSE,3364.56135193991,0.695348372771174,0.738803493758271,0.474752844659347,0.582987082860667,0.474752844659347,6.72941197639644,-1.55
"BRIDGE CREEK BELOW DEKA CREEK","1998-2022","BC","08LA027","Flow and Level","51°35'15"" N","120°55'14"" W",51.5875,-120.920555555556,6,10,3,1999-01-01,1999-10-28,0.417475757575757,0.321255072463768,0.398398550724638,10.171049670821,1.24013154926782,"Snowfall",0,4.24616666666667,236,10,"Snowfall",0.001,0,25,FALSE,384.893100631522,0.535292895095714,0.638559039193676,0.569737685130035,0.529682793212077,0.569737685130035,0.114183621223979,-18.08
"BRIDGE RIVER (SOUTH BRANCH) BELOW BRIDGE GLACIER","1978-2021","BC","08ME023","Flow and Level","50°51'22"" N","123°27'11"" W",50.8561111111111,-123.453055555556,8,10,4,1999-03-25,1999-10-31,0.768746666666667,8.6994,8.30627777777778,57.167077147218,0.954810421152927,"Glacial",0.59063032567596,43.947,297,10,"Snowfall",0.001,0,43,FALSE,146.281952669095,0.626232090336595,0.591868077217327,0.446402079369818,0.351145996554912,0.446402079369818,1.00758352996995,-1.73
"BRIDGE RIVER ABOVE DOWNTON LAKE","1996-2021","BC","08ME028","Flow and Level","50°49'15"" N","123°12'12"" W",50.8208333333333,-123.203333333333,8,10,4,1999-03-11,1999-10-31,3.69341333333333,21.9072933333333,21.1913733333333,29.4291459390771,0.9673204722689,"Glacial",0.254650619981667,108.694,283,10,"Snowfall",0.001,0,26,FALSE,705.590547102803,0.473139586108624,0.461507010159718,0.215552470695988,0.16933533354794,0.215552470695988,3.81203116687742,-2.92
"BROWNS RIVER NEAR COURTENAY","1960-2022","BC","08HB025","Flow and Level","49°41'34"" N","125°04'09"" W",49.6927777777778,-125.069166666667,7,11,3,1999-09-13,1999-09-13,4.29717111111111,0.60902183908046,8.33556333333333,2.31150234753923,13.6868052973583,"Hybrid",0,9.93292111111111,148.5,9,"Rainfall",0.001,0,41,FALSE,88.1577007332526,0.653889530260966,0.672696074881636,0.270490373917344,0.368694571820415,0.270490373917344,0.0711815726002979,0.56
"BUCK CREEK AT THE MOUTH","1973-2022","BC","08EE013","Flow and Level","54°23'45"" N","126°39'00"" W",54.3958333333333,-126.65,6,10,4,1999-03-09,1999-09-09,0.47121724137931,0.788759770114942,2.75869770114943,54.1088011240148,3.4975131918143,"Hybrid",0,25.497,229,9,"Snowfall",0.001,0,48,FALSE,568.498948408311,0.703526179955314,0.781420728137763,0.626643561763585,0.695119781911952,0.626643561763585,0.226879925416314,-3.91
"BULKLEY RIVER AT QUICK","1930-2022","BC","08EE004","Flow and Level","54°37'06"" N","126°53'59"" W",54.6183333333333,-126.899722222222,8,10,4,1999-03-12,1999-09-30,29.3731111111111,96.7401111111111,114.644222222222,13.727331875714,1.18507432858483,"Snowfall",0.0131441076626928,403.214444444444,242,9,"Snowfall",0.001,0,93,FALSE,7341.08849945485,0.605700684787546,0.603776703305987,0.348705573576267,0.358586634370699,0.348705573576267,13.4650670459828,1
"BULKLEY RIVER NEAR HOUSTON","1930-2021","BC","08EE003","Flow and Level","54°23'57"" N","126°43'09"" W",54.3991666666667,-126.719166666667,6,10,3,1999-09-27,1999-09-27,2.05190333333333,1.97531481481481,10.4838484848485,46.821438956676,5.30743170973045,"Hybrid",0,96.0730666666667,223,9,"Snowfall",0.001,0,33,FALSE,2319.3085452895,0.590416934005386,0.741276624042283,0.48803886872609,0.666874067089903,0.48803886872609,1.00986095772812,-8.97
"BULKLEY RIVER NEAR SMITHERS","1946-2022","BC","08EE005","Flow and Level","54°46'11"" N","127°07'59"" W",54.7697222222222,-127.133055555556,8,10,4,1999-03-11,1999-09-25,29.7683333333333,118.056388888889,148.298333333333,17.9695985667096,1.25616525059823,"Snowfall",0.0133808727774374,534.925,242,9,"Snowfall",0.001,0,21,FALSE,8899.03529862417,0.853540040564638,0.877647982215635,0.713970708924885,0.798132433314682,0.713970708924885,10.1626405562965,0.82
"BURRELL CREEK ABOVE GLOUCESTER CREEK","1974-2022","BC","08NN023","Flow and Level","49°35'20"" N","118°18'42"" W",49.5888888888889,-118.311666666667,6,10,4,1999-09-18,1999-09-18,0.83807,0.30981,1.18983888888889,25.8803626851642,3.84054384586969,"Hybrid",0,21.6895555555556,230,9,"Snowfall",0.001,0,49,FALSE,221.535900240393,0.845278632917036,0.864558107286531,0.697937762041338,0.727225079472798,0.697937762041338,0.0840972613167979,-1.27
"CABIN CREEK NEAR THE MOUTH","1977-2019","BC","08NP004","Flow and Level","49°05'39"" N","114°33'13"" W",49.0941666666667,-114.553611111111,6,10,4,1999-01-21,1999-09-17,0.411121428571429,0.512514285714286,0.961979761904762,23.3391536505841,1.87698136172743,"Hybrid",0,9.59522619047619,235,9,"Snowfall",0.001,0,41,FALSE,91.8603009758142,0.620375048264162,0.613820131053701,0.398614240515149,0.367731427946281,0.398614240515149,0.0729627153667945,-2.92
"CAMP CREEK AT MOUTH NEAR THIRSK","1965-2021","BC","08NM134","Flow and Level","49°42'44"" N","120°00'40"" W",49.7122222222222,-120.011111111111,6,10,3,1999-03-02,1999-10-12,0.0416022222222222,0.0456211111111111,0.0528433333333333,16.2830879576504,1.15830877517718,"Snowfall",0,0.677412643678161,228,10,"Snowfall",0.001,0,56,FALSE,35.7988524427555,0.761724568995429,0.755537561084246,0.628040330930794,0.606940554048032,0.628040330930794,0.0085535923309989,-2.54
"CANOE RIVER BELOW KIMMEL CREEK","1971-2022","BC","08NC004","Flow and Level","52°43'53"" N","119°23'05"" W",52.7313888888889,-119.384722222222,7,10,4,1999-03-11,1999-10-31,1.63952380952381,8.64210344827586,8.37916091954023,27.54450791192,0.969574244243965,"Glacial",0.175445441209699,45.1598765432099,282,10,"Snowfall",0.001,0,51,FALSE,307.163698175902,0.38736413946384,0.391129845972856,0.141745907797246,0.145226856862678,0.141745907797246,1.28707810485122,-1.98
"CARNATION CREEK AT THE MOUTH","1972-2022","BC","08HB048","Flow and Level","48°54'56"" N","124°59'52"" W",48.9155555555556,-124.997777777778,4,10,1,1999-08-21,1999-08-21,1.12527777777778,0.0717777777777779,1.64218111111111,1.04473562083436,22.8786842105263,"Rainfall",0,1.17561777777778,111,8,"Rainfall",0.001,0,50,FALSE,10.0255496371414,0.371764410745721,0.457151485779768,0.308582371828217,0.30984959059924,0.308582371828217,0.0155115024520344,-15.7
"CARNEY CREEK BELOW PAMBRUN CREEK","1973-2004","BC","08NH131","Flow","50°09'30"" N","116°34'31"" W",50.1583333333333,-116.575277777778,7,10,4,1999-03-14,1999-10-31,0.46787380952381,2.0840641025641,2.04177692307692,34.4305291923442,0.979709271209483,"Snowfall",0.033705721285399,16.1091428571429,265,10,"Snowfall",0.001,0,32,FALSE,117.954898471563,0.527633299487722,0.527690479100437,0.247378317889524,0.241650007290928,0.247378317889524,0.301695620322148,0.42
"CEDAR CREEK ABOVE THE MOUTH","2001-2022","BC","08MH166","Flow and Level","49°22'51"" N","122°46'36"" W",49.3808333333333,-122.776666666667,6,11,3,1999-08-21,1999-08-21,2.399715,0.5157,5.28316833333333,1.53440026558709,10.2446545148988,"Hybrid",0,3.68212333333333,140,8,"Rainfall",0.001,0,22,FALSE,26.4064483281656,0.632912579936766,0.61831454299253,0.227358862598812,0.0433554996303708,0.227358862598812,0.0767133727657069,-3.08
"CHEAKAMUS RIVER ABOVE MILLAR CREEK","1982-2021","BC","08GA072","Flow and Level","50°04'47"" N","123°02'08"" W",50.0797222222222,-123.035555555556,8,10,4,1999-03-12,1999-10-31,5.10591111111111,16.2278888888889,16.0320222222222,9.07690868100589,0.987930243545063,"Glacial",0.147930417580311,46.3458888888889,265,10,"Snowfall",0.001,0,40,FALSE,296.995949620345,0.690906384555758,0.666578366724176,0.516183668839138,0.456459022801288,0.516183668839138,1.79972871057876,-0.47
"CHEHALIS RIVER NEAR HARRISON MILLS","1911-2021","BC","08MG001","Flow and Level","49°18'00"" N","121°56'15"" W",49.3,-121.9375,7,11,3,1999-08-29,1999-08-29,34.2109444444444,10.7887816091954,61.6594712643678,1.51181706600244,5.71514685326606,"Hybrid",0.000541387873263885,51.7206896551724,153,8,"Hybrid",0.001,0,44,FALSE,382.28445008147,0.447396807757966,0.457200476623294,0.207320324529339,0.197606793345691,0.207320324529339,1.74652414117597,-1.41
"CHEMAINUS RIVER NEAR WESTHOLME","1914-2022","BC","08HA001","Flow and Level","48°52'42"" N","123°42'16"" W",48.8783333333333,-123.704444444444,5,11,1,1999-08-28,1999-08-28,27.9372333333333,0.698667777777774,39.6470444444444,0.976080905171951,56.7466336726567,"Rainfall",0,27.269,115,8,"Rainfall",0.001,0,72,FALSE,351.38879966491,0.591279385903856,0.632886641134767,0.487536128544141,0.465517084787403,0.487536128544141,0.197856587063642,-6.37
"CHILCOTIN RIVER BELOW BIG CREEK","1970-2019","BC","08MB005","Flow and Level","51°50'52"" N","122°39'17"" W",51.8477777777778,-122.654722222222,7,10,3,1999-03-15,1999-10-31,25.5502298850575,82.0505952380952,80.805,10.9579957442406,0.984819180964126,"Snowfall",0.0167210961371894,279.979310344828,273.5,10,"Snowfall",0.001,0,49,FALSE,19279.8927092782,0.576085438722268,0.550127348003725,0.300476468942884,0.272603111494517,0.300476468942884,12.4114171908341,-0.64
"CHILKO RIVER AT OUTLET OF CHILKO LAKE","1928-2022","BC","08MA002","Flow and Level","51°37'29"" N","124°08'36"" W",51.6247222222222,-124.143333333333,8,10,4,1999-04-20,1999-10-31,9.08743333333333,41.5648888888889,40.9488888888889,13.4694186966372,0.985179799189487,"Glacial",0.070501352032975,122.402444444444,281.5,10,"Snowfall",0.001,0,80,FALSE,2138.54940004479,0.604536176948322,0.567891804357283,0.453576553446712,0.370179736715611,0.453576553446712,6.63059469592968,-1.46
"CHILKO RIVER NEAR REDSTONE","1927-2021","BC","08MA001","Flow and Level","52°04'11"" N","123°32'22"" W",52.0697222222222,-123.539444444444,8,10,4,1999-04-02,1999-10-31,17.2146,72.4358888888889,71.1706666666667,14.6049154658126,0.982533213278255,"Snowfall",0.047164540783336,251.417777777778,280,10,"Snowfall",0.001,0,90,FALSE,6691.80644335803,0.392435878315922,0.391983124916277,0.332671128289249,0.294511073064853,0.332671128289249,12.5811627883596,-2.75
"CHILLIWACK RIVER ABOVE SLESSE CREEK","1963-2021","BC","08MH103","Flow and Level","49°06'06"" N","121°39'46"" W",49.1016666666667,-121.662777777778,7,11,4,1999-09-26,1999-09-26,22.6135444444444,15.6750555555556,39.6687888888889,3.13390352586134,2.53069526601004,"Hybrid",1.26265673529546e-07,70.8686666666667,217,9,"Snowfall",0.001,0,58,FALSE,650.434504509897,0.765376584748248,0.741344364307669,0.612069641590268,0.54996900373472,0.612069641590268,2.13599376319014,3.27
"CHILLIWACK RIVER AT OUTLET OF CHILLIWACK LAKE","1923-2021","BC","08MH016","Flow and Level","49°05'01"" N","121°27'30"" W",49.0836111111111,-121.458333333333,7,11,4,1999-10-03,1999-10-03,11.6812555555556,9.36038888888888,21.5616888888889,3.45768577007989,2.30350353439731,"Hybrid",0,40.3901111111111,226,10,"Snowfall",0.001,0,93,FALSE,334.96695163518,0.635579387597053,0.627025966330364,0.52350618113378,0.478376027471584,0.52350618113378,1.49383522741725,2.13
"CHILLIWACK RIVER AT VEDDER CROSSING","1911-2021","BC","08MH001","Flow and Level","49°05'50"" N","121°58'02"" W",49.0972222222222,-121.967222222222,7,11,4,1999-09-25,1999-09-25,49.6888505747126,30.0451724137931,76.4719540229885,2.6402671336339,2.54523265733971,"Hybrid",6.66261776060888e-08,131.19183908046,206,9,"Snowfall",0.001,0,88,FALSE,1232.66610701334,0.472061941378698,0.526510748380505,0.311775767384648,0.311531471715549,0.311775767384648,6.32450954475791,2.43
"CLARENCE CREEK NEAR ROSSWOOD","1997-2021","BC","08EG018","Flow and Level","54°59'33"" N","128°48'24"" W",54.9925,-128.806666666667,7,10,4,1999-03-07,1999-08-24,0.044025,0.206787878787879,0.53795,23.9421277436239,2.6014580890973,"Hybrid",0,1.05405217391304,234.5,8,"Snowfall",0.001,0,23,FALSE,9.13770045440236,0.816002098635141,0.839314995761452,0.670711912453844,0.70960261884838,0.670711912453844,0.0273165511673187,0.76
"CLEARWATER RIVER NEAR CLEARWATER STATION","1914-2021","BC","08LA001","Flow and Level","51°39'20"" N","120°03'57"" W",51.6555555555556,-120.065833333333,7,10,4,1999-03-15,1999-10-31,46.8488888888889,140.831444444444,140.392111111111,15.7452091831895,0.996880431532415,"Snowfall",0.0173882166071341,737.645555555556,254,10,"Snowfall",0.001,0,82,FALSE,10305.189891327,0.705203778483352,0.678553575682136,0.565589565648324,0.496244125332993,0.565589565648324,23.6396372836471,-0.95
"CLOWHOM RIVER NEAR CLOWHOM LAKE","1993-2022","BC","08GB013","Flow and Level","49°47'13"" N","123°25'13"" W",49.7869444444444,-123.420277777778,7,11,4,1999-03-10,1999-09-24,6.76574074074074,11.1539047619048,18.9920476190476,4.2083956023904,1.70272635677448,"Hybrid",0.0442475629454539,28.4729135802469,230,9,"Snowfall",0.001,0,30,FALSE,146.272950357745,0.434082176427445,0.463238693028462,0.115987103297156,0.16590703290863,0.115987103297156,1.44348677681175,0.15
"COLDSTREAM CREEK ABOVE MUNICIPAL INTAKE","1967-2020","BC","08NM142","Flow and Level","50°15'23"" N","119°04'48"" W",50.2563888888889,-119.08,5,11,3,1999-10-16,1999-10-16,0.0644888888888889,0.0576037037037037,0.0787275862068966,17.6714642611007,1.36671049160047,"Snowfall",0,1.1396130952381,218,10,"Snowfall",0.001,0,52,FALSE,62.6579996954887,0.794109564256167,0.824046086787621,0.784079948929644,0.703095543490492,0.784079948929644,0.0138188868313871,-2.33
"COLDWATER RIVER NEAR BROOKMERE","1965-2021","BC","08LG048","Flow and Level","49°51'15"" N","120°54'30"" W",49.8541666666667,-120.908333333333,7,10,4,1999-09-19,1999-09-19,2.72144,0.964513333333333,5.26811888888889,9.71151302251749,5.46194511451947,"Hybrid",0,26.4293,230,9,"Snowfall",0.001,0,56,FALSE,314.903252741239,0.751969616605761,0.781670615017796,0.581471783473164,0.628136054969298,0.581471783473164,0.15450778477901,-1.89
"COLUMBIA RIVER AT DONALD","1944-2021","BC","08NB005","Flow and Level","51°28'59"" N","117°10'49"" W",51.4830555555556,-117.180277777778,7,10,4,1999-03-09,1999-10-31,33.7387777777778,91.8678888888889,90.2932222222222,15.1585218459471,0.982859444298637,"Snowfall",0.0262747673388996,511.43,268,10,"Snowfall",0.001,0,77,FALSE,9694.38464894368,0.592895780796492,0.593007758267943,0.39720051743804,0.39486290332747,0.39720051743804,11.6790345179082,-0.82
"COLUMBIA RIVER AT NICHOLSON","1903-2022","BC","08NA002","Flow and Level","51°14'36"" N","116°54'46"" W",51.2433333333333,-116.912777777778,7,10,4,1999-03-09,1999-10-31,24.046,57.9012222222222,56.9894444444444,13.9282116683764,0.984252875107223,"Snowfall",0.0218425631784942,334.917777777778,269,10,"Snowfall",0.001,0,114,FALSE,6657.96599572499,0.48727836529745,0.491537652798917,0.380230442760088,0.35323255506938,0.380230442760088,8.31909962129629,-1.2
